lat,lng,id,country,name,CS_number,group,CRU_Growing Degree Days.tif,IGBP-DIS_soilph.tif,Ramankutty_Suitability for Agriculture.tif,AIUNEP,CO_SPRING,CO_SUMMER,Land_cover_maps,Soil_carbonate_carbon dens_ISRIC_WISE,Soil_organic_carbon_dens_ISRIC_WISE,Soil_organic_carbon_dens_ISRIC_WISE,Soil_pH_ISRIC_WISE,Total_avail_water_cap_ISRIC_WISE,Global_distrib_cultivation,Global_distrib_plant_extr_water_cap_Dunne,ET_MOD16,LE_MOD16,PET_MOD16,GPCC_SPRING,GPCC_SUMMER,GPP_SPRING,GPP_SUMMER,GTOPO30_TOPOGRAPHY,Subsoil_ref_bulk_dens_HWSD,Subsoil_clay_fraction_HWSD,Subsoil_gravel_content_HWSD,Subsoil_organic_carbon_HWSD,Subsoil_pH_HWSD,Subsoil_silt_fraction_HWSD,Subsoil_sand_fraction_HWSD,Topsoil_reference_bulk_dens_HWSD,Topsoil_clay_fraction_HWSD,Topsoil_gravel_content_HWSD,Topsoil_pH_HWSD,Topsoil_silt_fraction_HWSD,Topsoil_sand_fraction_HWSD,ISLSCPII_CO2_EMISSIONS,LAI_spring,LAI_summer,LTDAY_SPRING,LTDAY_SUMMER,Ltnight_Spring,Ltnight_Summer,EOTOPO,MOD05_Precipitable Water product_SPRING,MOD05_Precipitable Water product_SUMMER,NDVI_SPRING,NDVI_SUMMER,NETRADIATION_SPRING,NETRADIATION_SUMMER,NPP_spring,NPP_summer,NO2_Spring,NO_Summer,NPPSPRING,NPPSUMMER,O3_Spring,O3_Summer,rainfall_spring,rainfall_summer,tmn_spring,tmn_summer,RASTER_Global_Digital_Elevation_Map,sib3SPRING,sib3summer,SI_SPRING,SI_SUMMER,TOPOGRAPHY_BLUE_MARBLE,UV_SPRING,UV_SUMMER,WATER_EQUIVALENT_ANOMALY_spring,WATER_EQUIVALENT_ANOMALY_summer,watervapor_Spring,Watervapor_Summer,AVHRR_SMT_SPRING,AVHRR_SMT_SUMMER,AVHRR_SMNSPRING,AVHRR_SMNSUMMER,AVHRR_TCI_Spring,AVHRR_TCI_SUMMER,AVHRR_VCI_Spring,AVHRR_VCI_SUMMER,AVHRR_VHISpring,AVHRR_VHISpring,Aridity index_Deblauwe,ClimaticWaterDeficit_Deblauwe,DryMonths_Deblauwe,CRU_PET_SPRING,CRU_PET_SUMMER,CRU_vap_Spring,CRU_vap_Summer,wet_spring,wet_summer,PRE_Spring,PRE_Summer,CUR_Cloud_cover_Spring,CRU_Cloud_cover_Summer,frs_Spring,frs_Summer,tmx_Spring,tmx_Summer,tmp_Spring,tmp_Summer,dtr_Spring,dtr_Summer,SRTM_ALTITUDE,WC2_Precipitation spring,WC2_solar_radiation_spring,WC2_TMEAN_SPRING,WC2_TMAX_SPRING,WC2_TMIN_SPRING,WC2_precipitation_summer,WC2_srad_summer,WC2_tmean_summer,WC2_tmax_summer,WC2_tmin_summer,WC2_vapr_spring,WC2_vapr_summer,WC2_BIO1,WC2_BIO2,WC2_BIO3,WC2_BIO4,WC2_BIO5,WC2_BIO6,WC2_BIO7,WC2_BIO8,WC2_BIO9,WC2_BIO10,WC2_BIO11,WC2_BIO12,WC2_BIO13,WC2_BIO14,WC2_BIO15,WC2_BIO16,WC2_BIO17,WC2_BIO18,WC2_BIO19,CHELSA_bio1_1979-2013_V1_1.tif,CHELSA_bio10_1979-2013_V1_1.tif,CHELSA_bio11_1979-2013_V1_1.tif,CHELSA_bio12_1979-2013_V1_1.tif,CHELSA_bio13_1979-2013_V1_1.tif,CHELSA_bio14_1979-2013_V1_1.tif,CHELSA_bio15_1979-2013_V1_1.tif,CHELSA_bio16_1979-2013_V1_1.tif,CHELSA_bio17_1979-2013_V1_1.tif,CHELSA_bio18_1979-2013_V1_1.tif,CHELSA_bio19_1979-2013_V1_1.tif,CHELSA_bio2_1979-2013_V1_1.tif,CHELSA_bio3_1979-2013_V1_1.tif,CHELSA_bio4_1979-2013_V1_1.tif,CHELSA_bio5_1979-2013_V1_1.tif,CHELSA_bio6_1979-2013_V1_1.tif,CHELSA_bio7_1979-2013_V1_1.tif,CHELSA_bio8_1979-2013_V1_1.tif,CHELSA_bio9_1979-2013_V1_1.tif,PRECIPITATION SPRING,PRECIPITATION SUMMER,CHELSA_prec_interannual_1979-2013_V1_1.tif,TEMPERATURE SPRING,TEMPERATURE SUMMER,TMIN SPRING,TMIN SUMMER,CHELSA_temp_interannual_1979-2013_V1_1.tif,TMAX SPRING,TMAX SUMMER,CHELSA_AI_spring,CHELSA_AI_sUMMER,Griesser_De Martonne_CRU_aridity,Griesser_martonne_Full_Late_fine,Griesser_martonne_Vasc_Late_fine,Griesser_dNPPdP_Vasc_All_fine,Griesser_dNPPdT_Vasc_All_fine,Griesser_gorczynski_Late_fine,Griesser_Precip_Vasc_Late_fine,Griesser_npp_CruP_Late_fine,Griesser_npp_Full_Late_fine,Griesser_npp_Vasc_Late_fine,Griesser_Precip_CruP_Late_fine,Griesser_Temp_CruT_Late_fine_img,Griesser_Precip_GPCC,GLOBAL_SOLAR_ATLAS_OPTA,GLOBAL_SOLAR_ELE,GLOBAL_SOLAR_DIF,GLOBAL_SOLAR_TEMP,GLOBAL_SOLAR_GHI,GLOBAL_SOLAR_PVOUT,GLOBAL_SOLAR_GTI,GLOBAL_SOLAR_DNI, Distance to the coast line in km based on GSHHS.tiff, MOD13A3_MODIS EVI time series data.tif,GAEZ_Excess-salts.tif,GAEZ_Nutrient-availability.tif,GAEZ_Nutrient-retention-capacity.tif,GAEZ_Oxygen-availability-to-roots.tif,GAEZ_Rooting-conditions.tif,GAEZ_Toxicity.tif,SAGA_GIS_Module_Potential Incoming_Solar_Radiation.TIFF,SoilGrids_BDRICM_M_absolute_depth_to bedrock_in_cm.tif,SoilGrids_BLDFIE_M_bulk density_0m.tif,SoilGrids_CECSOL_M_Cation_exchange_capacity_of_soil_0m_.tif,SoilGrids_CLYPPT_M_Clay_content_0m.tif,SoilGrids_CRFVOL_M_Course_fragments_volumetric_0m.tif,SoilGrids_OCSTHA_M_sd1_Soil_organic_Carbon_stock_per_ha_0m.tif,SoilGrids_ORCDRC_M_Soil_organic_carbon_content_0m.tif,SoilGrids_PHIHOX_M_soil_pH_H2O_0m.tif,SoilGrids_PHIKCL_M_Soil_pH_KCL_0m.tif,SoilGrids_SLTPPT_M_Silt_content_0m.tif,SoilGrids_SNDPPT_M_Sand_content_0m.tif,SoilGrids_TAXNWRB_Predicted_most_probable_class.tif,SoilGrids_TAXOUSDA_Predicted_most_probable_class.tif,CRU_Growing Degree Days.tif,IGBP-DIS_soilph.tif,Ramankutty_Suitability for Agriculture.tif,id,country,name,CS_number,group
15.1111,-23.6167,6911,CPV,Cvi-0,CS76789,relict,6316,NA,NA,0.066274963,93.5849937,72.65966769,18,0,0,0,0,0,NA,NA,7841,524,21391,NA,NA,665.7037037,714.5,63,1.110000014,23,6.5,1.100000024,7.300000191,42.5,34.5,1.128399968,21.35000038,11.81000042,7.269999981,40.93000031,37.72000122,321.769989,0.379396325,0.362350536,34.52755864,30.94488271,17.07349078,17.34908104,34,132.5,204.3,70.33333333,96.8,171.6666667,170.5555556,1.088582679,0.757666803,46.58792602,45.27559058,70.44827586,60.55172414,266.9768557,280.6728719,12.74847432,13.53695033,177.7666667,209.8666667,162,NA,NA,146.4583333,136.75,11,13.69934654,13.13464069,255,255,3.282519655,4.62499998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066274963,-1996.786865,12,NA,NA,18.20333333,22.45517241,0.358433333,0.432166667,8.666666667,49.25,38.98,51.25333333,2.533333333,0.7,25.16666667,27.06666667,214.5333333,23.99,7.39,6.08,NA,0.333333333,23156,21.79999987,26.66666667,16.96666718,31.33333333,20485.33333,24.03333346,27.70000013,20.33333333,1.693333348,2.24333334,22.70833341,7.949999968,62.59842119,153.0126673,28.20000076,15.5,12.70000076,24.4333334,22.48333359,24.4333334,20.81666692,281,116,0,155.7925746,244,0,210,6,22.26142883,24.63010597,20.43304062,342.5830994,131.8288574,0.118235484,160.8342133,386.0630188,0.48897931,386.0630188,6.050484657,5.131252766,56.31876755,157.4854584,27.07682991,17.96570206,9.111129761,24.63010597,20.76396561,0.186021912,48.60380031,130.6239014,20.99187597,23.14405187,18.65037155,20.66635068,4.912469864,24.01041794,25.72042656,0.003445369,0.865698123,10.67193676,5.928853755,6.324110672,1.700679844,0,11.73913044,209.726917,617.1335699,366.0961855,376.5560765,359.5318577,22.66155139,209.726917,15,292,2.614000082,22.79999924,5.171000004,4.212999821,5.295000076,3.424999952,7.5,2962,0,0,0,0,0,0,34,125,1104,41,44,26,20,91,71,63,22,34,104,82,6316,NA,NA,6911,CPV,Cvi-0,CS76789,relict
29.2144,-13.4811,7063,ESP,Can-0,CS76740,relict,NA,NA,NA,0.031455189,105.6391844,71.78477789,19,0,0,0,0,0,NA,NA,9512,638,17862,6,0,NA,NA,18,1.417999983,25.79999924,9.300000191,0.409000009,7.21999979,31.20000076,43,1.335999966,21.70000076,10,7.019999981,33.29999924,45,321.769989,NA,NA,NA,NA,NA,NA,32,75.8,116.9333333,255,48.3,164.1851852,169.5185185,NA,NA,69.22572136,61.35170629,NA,NA,309.3533741,296.4686224,3.554101538,2.41721884,NA,NA,84,NA,NA,137.4166667,149.5416667,17,9.850980759,11.69150352,135.9230769,136.75,2.007874002,2.722440948,299.2128257,303.7538523,0.159948725,0.135307698,NA,NA,NA,NA,NA,NA,0.031455189,-9999,-9999,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,#VALUE!,#VALUE!,#VALUE!,457,14.66666667,20794.33333,16.5666666,19.66666667,13.36666679,1.666666667,21455.66667,19.76666641,22.86666679,16.66666667,1.379999995,1.706666668,17.6791666,6.225000143,50.2016156,219.3322309,23.89999962,11.5,12.39999962,15.16666651,19.76666673,20.46666654,15.14999994,196,37,1,76.62968524,101,5,10,87,18.35974503,21.98153496,15.53225231,205.269989,41.29766083,1.05945158,83.17531586,116.4808044,3.962378263,6.128856659,92.20353699,6.494347095,48.48165894,235.9709778,25.28533745,11.85787106,13.42746639,15.74208736,21.96044922,13.15389641,1.4993608,81.66916656,16.251242,20.78334999,13.02867476,18.07109197,5.79445076,19.90232023,23.88734563,0.267077456,0.027877787,100.7905138,100.7905138,100.7905138,2.007747038,89.95553354,100.8695652,7640.051976,2667.272209,2667.272209,2667.272209,7640.051976,30.88961463,7640.051976,26,436,2.253000021,18.10000038,4.93599987,4.368999958,5.374000072,4.113999844,0,889,1,1,1,1,1,2,32,157,1223,40,25,31,19,58,78,66,29,46,24,99,NA,NA,NA,7063,ESP,Can-0,CS76740,relict
31.48,-7.45,9606,MAR,Aitba-1,CS76649,relict,2892,7.019999981,0.467000008,0.183281481,103.6938394,80.88363987,2,2,2,1,5,7,24,1.299999952,2528,171,21141,51.33333333,5.333333333,945.8148148,332.6,130,1.485000014,25,18,0.375,6.650000095,30,45,1.319800019,21.35000038,19.39999962,6.775000095,32.68000031,45.97000122,1698.569946,0.868110236,0.713779531,24.88188998,35.90551122,9.816272895,14.40944862,32,45.03333333,80.53333333,81.7,113.4333333,151.5185185,159.5555556,1.426181108,0.052113558,70.20997492,66.92913352,81.44827586,34.89655172,310.9281755,291.1715597,52.9551583,12.91921352,66.03333333,162.3333333,123,-9.06E-08,1.69E-07,135.5,156.0833333,61,10.8758173,12.98823547,129.6153846,124.9583333,1.343622043,1.870078738,294.0359035,301.1743641,0.491846172,0.431846175,63.34102406,69.11230662,62.52051192,69.20666533,62.93102401,69.16051131,0.183281481,-1733.673218,11.86666679,47.20833333,73.20833333,6.556666667,8.855172414,0.306266667,0.158066667,45.35,29.84,46.29333333,48.28666667,7.733333333,0.7,20.41333333,32.64333333,134.8,24.42,13.81,16.41,1423,61,21491,12.46666686,18.06666629,6.866666476,7.666666667,24755.66667,22,26.70000013,17.26666641,0.683333337,0.903333326,13.92916661,9.89166678,35.8393719,637.0580761,27.60000038,0,27.60000038,9.749999781,21.98333327,22.0666666,6.416666647,497,72,3,58.10990213,196,23,27,164,14.73303699,24.07367134,6.881815434,324.6144409,46.80855179,5.423585892,46.1017189,133.8013153,22.20866203,27.85851669,101.803215,20.59898949,55.58895493,599.5760498,34.65543747,-2.400476217,37.05591202,10.09229946,22.94113159,35.11284065,9.348999341,71.17216492,13.24311066,22.82283656,2.409452995,11.72776922,6.987475395,24.8123703,33.29518509,0.75930966,0.16747625,12.25296443,9.486166008,9.486166008,1.645565219,0,37.82608696,269.6488933,606.6736789,502.0747687,502.0747687,329.5708696,18.54751976,269.6488933,30,1530,1.697000027,14.19999981,5.242000103,4.668000221,5.872000217,5.40899992,196,2448,1,1,1,1,4,1,32,178,1316,20,22,20,10,16,72,61,35,43,72,73,2892,7.019999981,0.467000008,9606,MAR,Aitba-1,CS76649,relict
31.48,-7.45,9939,MAR,Aitba-2,CS76347,relict,2892,7.019999981,0.467000008,0.183281481,103.6938394,80.88363987,2,2,2,1,5,7,24,1.299999952,2528,171,21141,51.33333333,5.333333333,945.8148148,332.6,130,1.485000014,25,18,0.375,6.650000095,30,45,1.319800019,21.35000038,19.39999962,6.775000095,32.68000031,45.97000122,631.539978,0.868110236,0.713779531,24.88188998,35.90551122,9.816272895,14.40944862,32,45.03333333,80.53333333,81.7,113.4333333,151.5185185,159.5555556,1.426181108,0.052113558,70.20997492,66.92913352,81.44827586,34.89655172,310.9281755,291.1715597,52.9551583,12.91921352,66.03333333,162.3333333,123,-9.06E-08,1.69E-07,135.5,156.0833333,61,10.8758173,12.98823547,129.6153846,124.9583333,1.343622043,1.870078738,294.0359035,301.1743641,0.491846172,0.431846175,63.34102406,69.11230662,62.52051192,69.20666533,62.93102401,69.16051131,0.183281481,-1733.673218,11.86666679,47.20833333,73.20833333,6.556666667,8.855172414,0.306266667,0.158066667,45.35,29.84,46.29333333,48.28666667,7.733333333,0.7,20.41333333,32.64333333,134.8,24.42,13.81,16.41,1423,61,21491,12.46666686,18.06666629,6.866666476,7.666666667,24755.66667,22,26.70000013,17.26666641,0.683333337,0.903333326,13.92916661,9.89166678,35.8393719,637.0580761,27.60000038,0,27.60000038,9.749999781,21.98333327,22.0666666,6.416666647,497,72,3,58.10990213,196,23,27,164,14.73303699,24.07367134,6.881815434,324.6144409,46.80855179,5.423585892,46.1017189,133.8013153,22.20866203,27.85851669,101.803215,20.59898949,55.58895493,599.5760498,34.65543747,-2.400476217,37.05591202,10.09229946,22.94113159,35.11284065,9.348999341,71.17216492,13.24311066,22.82283656,2.409452995,11.72776922,6.987475395,24.8123703,33.29518509,0.75930966,0.16747625,12.25296443,9.486166008,9.486166008,1.645565219,0,37.82608696,269.6488933,606.6736789,502.0747687,502.0747687,329.5708696,18.54751976,269.6488933,30,1530,1.697000027,14.19999981,5.242000103,4.668000221,5.872000217,5.40899992,196,2448,1,1,1,1,4,1,32,178,1316,20,22,20,10,16,72,61,35,43,72,73,2892,7.019999981,0.467000008,9939,MAR,Aitba-2,CS76347,relict
33.92,35.7,9761,LBN,Bik-1,CS76449,central_europe,3287,7.256000042,0.745000005,0.482922405,114.7753579,84.68941385,12,3,2,1,3,8,17,10.89999962,NA,NA,NA,52.66666667,0.333333333,NA,NA,102,1.340000033,43,6,0.449999988,8.100000381,34,23,1.299999952,37.70000076,13.60000038,7.78000021,33.79999924,28.5,767.5700073,0.917716525,0.861679788,21.02362188,31.86351713,10.18372711,16.06299178,34,51.2,68.1,95.73333333,135.3333333,155.2962963,160.6296296,1.829724421,1.624844608,425.1968519,328.7401564,95.48275862,93.86206897,323.3357174,291.7442128,47.03669915,1.200602412,76.63333333,150.7333333,121,-1.03E-06,6.93E-07,127.25,164.7083333,39,9.202614625,11.75424862,133.7692308,105.25,1.340787399,1.645669291,292.8461632,299.2974392,0.499820533,0.468666691,50.49051128,90.76666592,72.69128076,74.63307542,61.59025515,82.70051095,0.482922405,-9999,-9999,36.5,63.125,10.42666667,16.03103448,0.462366667,0.0146,49.41,0.006666667,48.4,23.05666667,8.366666667,0.333333333,20.59333333,31.36666667,141.0333333,23.19,12.93,16.29333333,937,95.33333333,18622,14.56666692,19.29999955,9.799999873,1.333333333,25442.66667,22.80000051,27.46666654,18.13333321,0.863333344,1.320000013,15.71666654,9.383333365,35.40880611,635.8828213,28.29999924,1.799999952,26.49999928,7.616666635,22.79999987,22.79999987,7.616666635,1119,250,1,99.66918305,662,4,4,662,15.07988167,22.95257759,7.052075863,757.0685425,171.5795593,0.191935286,93.95722198,484.1687012,0.9081707,0.9081707,433.7279053,15.49006557,52.07413101,593.3060913,29.95082092,0.203236938,29.74758339,7.214566708,22.95257759,49.55057462,1.187602262,177.4779205,13.6226689,22.34442329,5.993448099,16.27060858,8.240045547,24.04615657,29.65275383,1.062800045,0.021458391,26.08695652,23.71541502,24.11067194,1.330624508,0,30.43478261,599.2197628,1056.448993,983.2297554,983.2297554,659.1417391,15.11916008,599.2197628,28,991,1.680999994,14.89999962,5.056000233,4.427000046,5.538000107,5.289000034,13,2004,1,1,1,1,3,1,34,197,1273,26,28,23,21,84,67,61,35,37,27,83,3287,7.256000042,0.745000005,9761,LBN,Bik-1,CS76449,central_europe
34.1,35.84,9764,LBN,Qar-8a,CS76581,admixed,4221,7.113999844,0.779999971,0.611654818,122.1398787,82.45844297,12,1,1,1,5,8,NA,NA,4444,299,17342,56.66666667,0.666666667,1056.666667,1062.6,129,1.417142868,54,6.428571224,0.54285717,6.771428585,25.8571434,20.1428566,1.350999951,40,7.599999905,6.730000019,30.10000038,29.89999962,1000.900024,0.885691009,0.736745411,17.99212615,33.33333333,6.968504071,13.03149605,41,49.6,68.9,79.5,112.8333333,153.3703704,157.7777778,1.342519673,1.261189382,308.727033,245.4068222,79.20689655,81.86206897,324.3855868,291.1715587,61.56756025,1.946604168,115.5666667,194.8666667,162,NA,NA,127.75,165.6666667,45,8.909804185,11.52418327,140.3846154,131.5833333,1.356850393,1.689960634,294.6128266,302.7410325,0.378333349,0.339025658,16.14230757,42.76512705,46.35487117,4.141025533,31.24999954,23.45307634,0.611654818,-1205.266846,7.866666794,35.08333333,57.08333333,13.02666667,20.4137931,0.498666667,0.022866667,58.31333333,0.366666667,49.82333333,26.13,7.066666667,0.133333333,21.30666667,30.01333333,164.0666667,24.72333333,9.75,10.52666667,1253,109.3333333,18821.33333,13.03333378,18.79999987,7.300000032,1.333333333,26317,21.46666654,26.73333359,16.23333327,0.786666652,1.183333357,14.02500001,10.73333328,37.9269727,645.3029679,27.5,-0.800000012,28.30000001,5.949999869,21.48333343,21.53333346,5.949999869,1239,270,1,99.57313801,729,4,10,729,12.21419716,20.47940254,3.920054197,871.1002197,193.5039215,0.202525973,93.93976593,552.223877,0.960092187,0.960092187,496.3048401,16.26868057,52.29384995,615.901001,28.01079941,-3.099329233,31.1101284,4.164731026,20.47940254,59.37049802,1.543291921,211.7930756,10.9539717,20.03718313,2.962710261,13.57602374,8.545978546,21.84779104,27.89912732,1.350742509,0.029098301,26.87747036,26.87747036,28.06324111,1.188901187,0,26.52173913,778.9856917,1161.047903,1171.507794,1202.887467,749.0247036,17.4047332,778.9856917,26,1130,1.595999956,14.39999962,5.107999802,4.489999771,5.637000084,5.302999973,19,2860,1,1,1,1,3,1,41,175,1300,22,27,18,17,63,66,62,35,38,27,83,4221,7.113999844,0.779999971,9764,LBN,Qar-8a,CS76581,admixed
34.43,136.31,7373,JPN,Tsu-0,CS77389,admixed,2742,5.940999985,0.833999991,1.796094179,150.4190994,118.3914515,1,1,2,2,5,8,1,1.299999952,7131,479,13222,195.6666667,285.6666667,1878.222222,2024.833333,61,1.085000038,19.5,14.5,1.450000048,5.599999905,38,42.5,1.121799946,20.36000061,13.46000004,6.114999771,39.27999878,40.36000061,406.25,2.963517094,4.035433071,14.86876647,23.6876634,10.36745381,15.7874012,33,50.83333333,147.9333333,169.6666667,224.8666667,152.4444444,162.5555556,4.048228351,2.98155821,359.5800493,263.7795283,169.6896552,137.2413793,326.7716536,298.6160824,205.2274193,260.2602754,73.06666667,193.6333333,249,-6.83E-07,-1.07E-06,103.4166667,106.25,8,8.449673494,10.91764736,120.5,122.7916667,1.651653528,4.231299212,291.7871876,294.1794927,0.529025668,0.562153873,0.046153845,10.50974334,43.06564003,64.21051133,21.5566662,37.35871692,1.796094179,-74.06665802,2.133333445,27,32.58333333,10.32333333,22.53103448,1.708333333,2.107166667,188.82,323.5866667,64.99333333,79.17666667,19.19333333,3.2,16.17333333,26.37333333,117.1333333,22.84333333,8.866666667,7.01,178,156,16446.33333,12.5666666,16.93333276,8.233333588,230.6666667,17923.66667,23.96666654,28.5,19.40000025,1.00333335,2.316666643,14.42083332,8.991666615,28.81944429,811.3749848,30.5,-0.699999988,31.19999999,23.95000013,4.533333341,24.38333352,4.533333341,1884,267,51,48.43699083,692,178,691,178,15.44338989,26.435812,4.934885025,1621.429688,255.4217529,50.83878708,44.30040359,667.109375,162.2824554,491.120697,191.6365662,15.29551792,44.10463333,772.6514893,32.8456955,-1.834387302,34.68008041,24.5922718,5.295878887,131.4635061,173.809316,264.8492737,13.69285456,24.97039668,4.942199419,19.05338446,6.80386734,22.5243969,31.54800415,2.815495161,2.998242654,100,100,100,0,88.19169955,45.21739131,2696.488933,1694.502344,1694.502344,1694.502344,2636.566957,13.29070158,2696.488933,31,214,1.889000058,13.89999962,3.742000103,3.336999893,4.109000206,2.940000057,25,3479,1,2,1,1,4,1,33,200,1240,24,19,18,37,160,53,42,38,43,27,84,2742,5.940999985,0.833999991,7373,JPN,Tsu-0,CS77389,admixed
35,77,7183,IND,Kas-1,CS79018,asia,562,5.742000103,0.005,0.177145094,NA,NA,NA,1,2,2,5,8,3,-1,NA,NA,NA,24.33333333,8.666666667,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2422.530029,NA,NA,-3.044619481,10.551181,-12.59842539,-5.616797884,58,8.333333333,16.33333333,33.06666667,30.46666667,140.4444444,155.1851852,-0.023622048,0.035018649,82.67716217,50.78740095,33.06896552,35.03448276,294.3211633,273.7532802,38.97311783,29.45848929,-59.93333333,45.96666667,244,5.40E-08,-3.10E-07,137,140.0416667,221,14.2013073,16,161.6153846,143.8333333,0.187007875,0.29822835,237.0512856,254.2743616,0.027461539,0.030871796,66.92230606,79.95589584,3.093076853,2.576153801,35.00743504,41.26640965,0.177145094,-9999,-9999,24.95833333,39.5,0.626666667,2.017241379,0.2592,0.305666667,30.54333333,14.66666667,59.39666667,54.28666667,28.04333333,2.3,6.673333333,17.14,3.4,10.85,12.61,12.54333333,5296,6.333333333,17692,-16.60000006,-13.73333359,-19.49999968,20.33333333,19502.33333,-3.23333327,1.733333349,-8.200000127,0.080000002,0.206666663,-14.53333335,8.89999983,25.42857094,961.207421,4.5,-30.5,35,-3.049999967,-25.76666673,-3.049999967,-26.4333334,118,29,2,83.20115032,71,10,71,13,-12.72049332,-0.156865656,-24.0965023,376.1390381,41.26658249,14.12304974,26.0665741,118.54216,47.15208054,95.61711121,93.72537994,18.9811306,43.87500381,852.1964111,7.945045471,-35.31750107,43.26254654,-10.40687847,-16.96908188,38.9765536,34.23248164,96.51331329,-13.64249357,-1.533735509,-24.50548744,-10.89139398,5.675858498,-5.658318639,6.805194537,2.013511075,1.087910567,40.31620553,85.77075099,55.7312253,0,41.97924899,50,329.5708696,407.9357496,407.9357496,407.9357496,239.6879051,-4.308211461,329.5708696,26,5545,1.797999978,-10.89999962,3.822000027,3.730999947,4.125,2.970000029,1353,-745,6,6,6,6,6,6,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,5.742000103,0.005,7183,IND,Kas-1,CS79018,asia
35,-79.18,8246,USA,NC-6,CS77124,germany,3762,5.169000149,0.140000001,0.808028102,121.4451132,92.5984256,16,1,2,2,1,8,1,11.10000038,6256,420,14348,89.66666667,128,1120.407407,1886.933333,26,1.50999999,23.79999924,18.39999962,0.400999993,5.369999886,20.39999962,55.79999924,1.467000008,14.60000038,11.89999962,5.730000019,21.29999924,64.09999847,676.9899902,1.095013128,1.780511811,24.60629908,29.47506587,12.38845142,18.17585309,34,73.2,165.4666667,90.06666667,209.7666667,150.3333333,167.4074074,1.649606303,1.447679228,293.6351691,220.14436,90.17241379,89.24137931,321.80864,307.4445227,112.108005,161.4315573,94.96666667,201.5,126,-4.32E-07,-7.10E-08,112.9166667,130.375,3,8.491503557,10.5411768,143,118.125,2.031496053,4.174212644,295.4025707,297.748723,0.501948736,0.572512848,45.05358879,48.18769078,41.68307601,38.85717852,43.3682039,43.52230664,0.808028102,-451.2200012,7.866666794,37.66666667,45.5,13.31,24.69310345,0.768033333,0.933866667,83.66333333,145.5666667,60.15333333,62.56666667,7.166666667,0.3,23.86,32.24,166.5333333,26.18,14.36333333,12.09,77,93.33333333,18634,16.10000038,22.66666667,9.566666603,125.6666667,20657.66667,25.53333346,32.46666654,18.63333321,1.149999996,2.326666673,16.30000004,13.65000024,39.33717819,764.8380629,33.59999847,-1.100000024,34.6999985,25.54999987,11.76666683,25.54999987,6.633333391,1194,138,75,19.5422296,377,241,377,279,16.38511276,25.90467072,6.351819992,1193.679199,143.6096344,77.11057281,23.15551758,414.975647,232.7871857,409.8782959,250.4768677,23.16182137,54.36812973,723.6383057,34.99729919,-7.604534626,42.60183334,25.85425186,9.514930725,90.58505503,133.9606654,147.7172394,16.23988279,25.61348343,3.811259747,18.04769961,6.921993256,28.837684,34.57602946,1.839668373,2.285492306,45.45454546,45.45454546,46.24505929,0.905454547,0,44.7826087,1168.478538,1610.823216,1610.823216,1631.742998,1168.478538,15.57627471,1168.478538,32,78,1.792999983,16.10000038,4.546999931,4.169000149,5.210000038,4.606999874,135.5,3192,1,2,2,1,1,1,34,200,1303,17,9,3,35,156,50,43,23,68,1,62,3762,5.169000149,0.140000001,8246,USA,NC-6,CS77124,germany
